id,date,focal,tday,cond,dayofcond,observer,weather,ctpos,numct,sexct,ctfeed,ctenrich,ctclean,ctint,start,finish,enrich,enrichtime,timetoenrich,feeding,timetofeed,clean,cleant,timetoclean,xtraint,pxtraint,sep,patatsmed,foodgrunt,grunt,lipsmack,pbaboon,phuman,hgroomct,hgroomd,bgroomct,bgroomd,ghgroomct,ghgroomd,gbgroomct,gbgroomd,penisd,playb,plays,manenrichct,manenrichd,embraceh,embraceb,dproxct,dproxout,movetoobs,playvocal,iproxct,iproxout,threatg,bark,headshake,yawn,aggb,pace,aggdisp,teeth,rubgen,sway,turn,scream,sgroomct,sgroomd,eatct,eatd,drink,foragect,foraged,restct,restd,schratch,other ,comment
hope ,6-Feb,3,21,3,5,j+r,sunny,s+v,2,m+f,ms,ms,ms+fv,,1:45:00 PM,2:05:00 PM,kongballs,4:06:00 PM,b,9:20:00 AM,a,yes,1:05:00 PM,a,0,,no,,0,0,3,3,0,0,0,1,106,0,0,2,493,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,6,3,322,4,0,
patats,6-Feb,1,21,2,4,j,sunny,s,1,m,ms,ms,,,9:28:00 AM,9:48:00 AM,kongballs,4:10:00 PM,b,9:13:00 AM,a,no,,,0,,,a,0,76,1,0,0,,,0,0,,,1,293,,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,6,533,0,5,319,9,0,0,0,
patats,6-Feb,2,21,2,4,j,sunny,s,1,m,ms,ms,,,11:33:00 AM,11:53:00 AM,kongballs,4:10:00 PM,b,9:13:00 AM,a,no,,,0,,,a,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,6,5,1040,7,0,
patats,6-Feb,3,21,2,4,j,sunny,s,1,m,ms,ms,,,2:07:00 PM,2:27:00 PM,kongballs,4:10:00 PM,b,9:13:00 AM,a,no,,,0,,,a,0,1,1,0,0,,,0,0,,,1,195,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,862,8,0,
ayana,6-Feb,1,21,3,5,j,sunny,s+v,2,m+f,ms,ms,ms+fv,,8:12:00 AM,8:38:00 AM,kongballs,4:07:00 PM,b,9:24:00 AM,b,yes,1:05:00 PM,b,0,,no,,0,24,4,1,0,0,0,2,139,0,0,6,291,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,2,25,1,25,0,4,41,10,481,4,0,
ayana,6-Feb,2,21,3,5,j+r,sunny,s+v,2,m+f,ms,ms,ms+fv,,1:04:00 PM,1:24:00 PM,kongballs,4:07:00 PM,b,9:24:00 AM,a,yes,1:05:00 PM,d,0,,no,,0,1,0,0,0,0,0,1,37,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,,0,0,12,505,0,9,139,4,95,0,0,
ayana,6-Feb,3,21,3,5,j,sunny,s+v,2,m+f,ms,ms,ms+fv,,2:29:00 PM,2:49:00 PM,kongballs,4:07:00 PM,b,9:24:00 AM,a,yes,1:05:00 PM,a,0,,no,,0,0,0,0,0,0,0,3,460,0,0,2,690,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,28,0,0,
hope ,6-Aug,1,22,2,6,j+r,sunny,s+s,2,m+m,ms,ms,,,7:58:00 AM,8:18:00 AM,scatterfeed+papball,1:08:00 PM,b,1:40:00 PM,b,no,,,0,,no,,0,21,5,2,0,,,0,0,,,2,317,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,3,75,1,41,0,1,4,7,325,4,0,
hope ,6-Aug,2,22,2,6,j,sunny,s+s,2,m+m,ms,ms,,,10:38:00 AM,10:58:00 AM,scatterfeed+papball,1:08:00 PM,b,1:40:00 PM,b,no,,,0,,no,,0,0,0,0,0,,,3,309,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,
hope ,6-Aug,3,22,2,6,j,sunny,s+s,2,m+m,ms,ms,,,3:52:00 PM,4:12:00 PM,scatterfeed+papball,1:08:00 PM,a,1:40:00 PM,a,no,,,0,,no,,0,43,7,0,0,,,0,0,,,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,1,23,0,0,0,0,0,3,989,5,0,
ayana,6-Aug,1,22,2,6,j+r,sunny,s+s,2,m+m,ms,ms,,,8:19:00 AM,8:39:00 AM,scatterfeed+papball,1:09:00 PM,b,1:41:00 PM,b,no,,,0,,no,,0,0,0,0,0,,,3,1145,,,1,8,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,19,1,0,
ayana,6-Aug,2,22,2,6,j,sunny,s+s,2,m+m,ms,ms,,,10:59:00 AM,11:19:00 AM,scatterfeed+papball,1:09:00 PM,b,1:41:00 PM,a,no,,,0,,no,,0,2,1,0,0,,,1,134,,,3,76,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,2,20,0,0,0,0,0,9,705,8,0,
ayana,6-Aug,3,22,2,6,j,sunny/windy,s+s,2,m+m,ms,ms,,,3:08:00 PM,3:28:00 PM,scatterfeed+papball,1:09:00 PM,a,1:41:00 PM,a,no,,,0,,yes,,0,20,6,6,0,,,0,0,,,0,0,,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,1,7,5,101,0,2,26,20,749,3,0,
patats,6-Aug,1,22,2,5,j+r,sunny,s+s,2,m+m,ms,ms,,,8:42:00 AM,9:02:00 AM,scatterfeed+papball,1:12:00 PM,b,1:37:00 PM,b,no,,,0,,,a,0,2,4,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,3,63,1,1089,1,0,
patats,6-Aug,2,22,2,5,j,sunny,s+s,2,m+m,ms,ms,,,1:51:00 PM,2:11:00 PM,scatterfeed+papball,1:12:00 PM,a,1:37:00 PM,b,no,,,0,,,a,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,3,472,0,3,713,0,0,12,0,
patats,6-Aug,3,22,2,5,j,sunny/windy,s+s,2,m+m,ms,ms,,,3:30:00 PM,3:50:00 PM,scatterfeed+papball,1:12:00 PM,a,1:37:00 PM,a,no,,,0,,,a,0,2,0,0,1,,,0,0,,,0,0,,0,0,0,0,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,1,56,0,2,68,2,1007,7,0,
stevie,6-Aug,1,22,3,6,j,sunny,s+s,2,m+m,ms,ms,,,9:03:00 AM,9:23:00 AM,scatterfeed+papball,1:12:00 PM,b,1:37:00 PM,b,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1195,1,0,
stevie,6-Aug,2,22,3,6,j,sunny,s+s,2,m+m,ms,ms,,,11:21:00 AM,11:41:00 AM,scatterfeed+papball,1:12:00 PM,b,1:37:00 PM,b,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,2,0,0,0,0,,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,,9,271,0,0,0,0,0,12,805,8,0,
stevie,6-Aug,3,22,3,6,j,sunny,s+s,2,m+m,ms,ms,,,2:12:00 PM,2:32:00 PM,scatterfeed+papball,1:12:00 PM,a,1:37:00 PM,a,no,,,0,,,,0,4,0,,0,,,1,6,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1192,0,0,0,0,
hope ,6-Sep,1,23,3,6,j+r,cloudy/windy,s+s,2,m+m,ms,ms,,,7:51:00 AM,8:11:00 AM,kongballs,12:17:00 PM,b,3:03:00 PM,b,no,,,0,,no,,0,0,1,0,0,,,1,298,,,1,508,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,,1,19,0,0,0,0,0,2,318,2,0,
hope ,6-Sep,2,23,3,6,j,sunny/windy/cloudy,s+s,2,m+m,ms,ms,,,11:38:00 AM,11:58:00 AM,kongballs,12:17:00 PM,b,3:03:00 PM,b,no,,,0,,no,,0,6,2,0,0,,,2,141,,,2,497,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,2,122,0,3,124,1,17,0,0,
hope ,6-Sep,3,23,3,6,j,cloudy/windy,s+s,2,m+m,ms,ms,,,3:08:00 PM,3:28:00 PM,kongballs,12:17:00 PM,a,3:03:00 PM,a,no,,,0,,yes,,0,36,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,13,921,0,9,187,0,0,1,0,
patats,6-Sep,1,23,4,6,j+r,cloudy/windy,s+s+v,3,m+m+f,ms,ms,,fv,8:13:00 AM,8:33:00 AM,kongballs,12:14:00 PM,b,3:02:00 PM,b,no,,,0,yes,,a,0,5,6,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,9,563,0,0,0,12,335,5,242,15,0,
patats,6-Sep,2,23,4,6,j,cloudy,s+s+v,3,m+m+f,ms,ms,,fv,11:14:00 AM,11:34:00 AM,kongballs,12:14:00 PM,b,3:02:00 PM,b,no,,,yes,yes,,a,0,0,0,0,4,4,980,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,2,23,0,0,4,0,
patats,6-Sep,3,23,4,6,j,cloudy/windy,s+s+v,3,m+m+f,ms,ms,,fv,2:39:00 PM,2:59:00 PM,kongballs,12:14:00 PM,a,3:02:00 PM,b,no,,,0,yes,,a,0,21,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,6,0,0,,0,0,,0,0,5,165,0,8,450,1,140,15,0,
stevie,6-Sep,1,23,2,5,j+r,cloudy/windy,s+s,2,m+m,ms,ms,,,8:35:00 AM,8:55:00 AM,coconut,12:11:00 PM,b,3:00:00 PM,b,no,,,0,,,,0,17,0,,0,,,1,225,,,0,0,0,0,0,1,7,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,7,2,38,0,3,309,4,489,4,0,
stevie,6-Sep,2,23,2,5,j,sunny/windy,s+s,2,m+m,ms,ms,,,9:54:00 AM,10:14:00 AM,coconut,12:11:00 PM,b,3:00:00 PM,b,no,,,0,,,,0,4,0,,0,,,0,0,,,0,0,2,0,8,0,0,,0,0,2,1,3,0,0,0,0,0,2,0,1,0,0,4,0,1,,1,4,1,12,0,0,0,5,871,5,0,
stevie,6-Sep,3,23,2,5,j,cloudy/windy,s+s,2,m+m,ms,ms,,,2:19:00 PM,2:39:00 PM,coconut,12:11:00 PM,a,3:00:00 PM,b,no,,,0,,,,0,3,1,,0,,,6,291,,,0,0,2,0,0,1,8,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,2,20,6,533,4,0,
ayana,6-Sep,1,23,3,6,j,sunny/cloudy,s+s,2,m+m,ms,ms,,,8:58:00 AM,9:18:00 AM,kongballs,12:19:00 PM,b,3:05:00 PM,b,no,,,0,,no,,0,6,2,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,24,0,2,143,8,806,4,0,
ayana,6-Sep,2,23,3,6,j,sunny,s+s,2,m+m,ms,ms,,,10:19:00 AM,10:39:00 AM,kongballs,12:19:00 PM,b,3:05:00 PM,b,no,,,0,,no,,0,0,0,1,0,,,0,0,,,0,0,,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,9,903,5,0,
ayana,6-Sep,3,23,3,6,j,cloudy/windy,s+s,2,m+m,ms,ms,,,1:57:00 PM,2:17:00 PM,kongballs,12:19:00 PM,a,3:05:00 PM,b,no,,,0,,yes,,0,9,1,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,102,0,2,41,5,938,2,0,
stevie,13/06,1,24,4,6,j,sunny,s+v,2,m+f,ms,ms,,fv,8:06:00 AM,8:26:00 AM,bamboologs,3:07:00 PM,b,3:07:00 PM,b,no,,,0,,,,0,0,0,,0,,,1,610,,,0,0,0,0,3,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,,1,13,0,0,0,1,8,5,257,2,0,
stevie,13/06,2,24,4,6,j,sunny,s+v,2,m+f,ms,ms,,fv,10:09:00 AM,10:29:00 AM,bamboologs,3:07:00 PM,b,3:07:00 PM,b,no,,,yes,,,,0,16,7,,0,,,2,280,,,0,0,0,0,6,2,129,,0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,4,52,4,145,3,0,
stevie,13/06,3,24,4,6,j,sunny,s+v,2,m+f,ms,ms,,fv,2:03:00 PM,2:23:00 PM,bamboologs,3:07:00 PM,b,3:07:00 PM,b,no,,,0,,,,0,0,1,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,0,0,0,0,0,0,0,4,1019,11,0,
patats,13/06,1,24,3,6,j,sunny,s,1,m,ms,ms,,,7:45:00 AM,8:05:00 AM,bamboologs,3:08:00 PM,b,3:08:00 PM,b,no,,,0,yes,,a,0,2,2,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,,0,0,,4,241,1,56,0,5,208,7,451,15,0,
patats,13/06,2,24,3,6,j,sunny,s,1,m,ms,ms,,,11:17:00 AM,11:37:00 AM,bamboologs,3:08:00 PM,b,3:08:00 PM,b,no,,,0,yes,,a,0,0,0,3,0,,,4,393,,,5,287,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,3,30,1,342,1,0,
patats,13/06,3,24,3,6,j,sunny,s,1,m,ms,ms,,,2:24:00 PM,2:44:00 PM,bamboologs,3:08:00 PM,b,3:08:00 PM,b,no,,,0,yes,,a,0,5,1,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,,0,0,,2,55,0,0,0,0,0,8,899,18,0,
hope ,13/06,1,24,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,8:31:00 AM,8:51:00 AM,bamboologs,3:13:00 PM,b,3:13:00 PM,b,no,,,0,,no,,0,8,3,0,0,0,0,1,27,0,0,3,629,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,,1,34,3,147,0,5,235,4,80,1,0,
hope ,13/06,2,24,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,10:26:00 AM,10:46:00 AM,bamboologs,3:13:00 PM,b,3:13:00 PM,b,no,,,yes,,no,,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,3,202,2,906,0,0,
hope ,13/06,3,24,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,1:20:00 PM,1:40:00 PM,bamboologs,3:13:00 PM,b,3:13:00 PM,b,no,,,0,,no,,0,28,10,1,0,0,0,0,0,0,0,1,9,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,3,26,0,0,0,0,0,8,856,6,0,
ayana,13/06,1,24,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,9:40:00 AM,10:00:00 AM,bamboologs,3:15:00 PM,b,3:15:00 PM,b,no,,,yes,,no,,0,68,3,0,0,0,0,0,0,0,0,1,24,,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,,0,0,,1,9,2,54,0,2,55,15,833,2,0,
ayana,13/06,2,24,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,11:40:00 AM,12:00:00 PM,bamboologs,3:15:00 PM,b,3:15:00 PM,b,no,,,0,,no,,0,0,1,1,0,0,0,4,448,0,0,3,464,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,4,121,3,0,
ayana,13/06,3,24,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,1:41:00 PM,2:01:00 PM,bamboologs,3:15:00 PM,b,3:15:00 PM,b,no,,,0,,no,,6,21,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,,0,0,,0,0,7,302,1,10,327,5,186,5,0,
hope ,15/06,1,25,2,7,j,sunny,s+s+v+v+v,5,m+m+f+f+f,ms,ms,ms+fv+fv+fv,,8:39:00 AM,8:59:00 AM,bamboologs+kongballs,12:25:00 PM,b,3:30:00 PM,b,yes,2:05:00 PM,b,0,,no,,0,49,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,1,6,0,0,0,1,9,3,990,2,0,
hope ,15/06,2,25,2,7,j+r,sunny,s+s+v+v+v,5,m+m+f+f+f,ms,ms,ms+fv+fv+fv,,11:25:00 AM,11:45:00 AM,bamboologs+kongballs,12:25:00 PM,b,3:30:00 PM,b,yes,2:05:00 PM,b,0,,no,,0,21,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,4,36,0,0,0,2,55,8,1025,3,0,
hope ,15/06,3,25,2,7,j,sunny,s+s+v+v+v,5,m+m+f+f+f,ms,ms,ms+fv+fv+fv,,4:46:00 PM,5:06:00 PM,bamboologs+kongballs,12:25:00 PM,a,3:30:00 PM,a,yes,2:05:00 PM,a,0,,yes,,0,22,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,0,0,,0,0,1,29,0,1,10,7,1033,0,0,
ayana,15/06,1,25,2,7,j,sunny,s+s+v+v+v,5,m+m+f+f+f,ms,ms,ms+fv+fv+fv,,7:54:00 AM,8:14:00 AM,bamboologs+kongballs,12:26:00 PM,b,3:31:00 PM,b,yes,2:05:00 PM,b,0,,no,,0,0,0,0,0,0,0,1,676,0,0,2,520,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,
ayana,15/06,2,25,2,7,j+r,sunny,s+s+v+v+v,5,m+m+f+f+f,ms,ms,ms+fv+fv+fv,,11:46:00 AM,12:06:00 PM,bamboologs+kongballs,12:26:00 PM,b,3:31:00 PM,b,yes,2:05:00 PM,b,0,,no,,0,33,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,2,26,4,1058,2,0,
ayana,15/06,3,25,2,7,j+r,sunny,s+s+v+v+v,5,m+m+f+f+f,ms,ms,ms+fv+fv+fv,,4:06:00 PM,4:26:00 PM,bamboologs+kongballs,12:26:00 PM,a,3:31:00 PM,a,yes,2:05:00 PM,a,0,,yes,,0,20,2,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,19,795,0,13,235,1,29,3,0,
stevie,15/06,1,25,3,7,j+r,sunny,s+s+v+v,4,m+m+f+f,ms,ms,fv+fv,,11:01:00 AM,11:21:00 AM,pvcpipe+bamboologs,12:32:00 PM,b,3:36:00 PM,b,yes,3:05:00 PM,b,0,,,,0,0,1,,0,,,2,189,,,0,0,0,0,0,2,281,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,648,7,0,
stevie,15/06,2,25,3,7,j+r,sunny,s+s+v+v,4,m+m+f+f,ms,ms,fv+fv,,3:15:00 PM,3:35:00 PM,pvcpipe+bamboologs,12:32:00 PM,a,3:36:00 PM,a,yes,3:05:00 PM,d,0,,,,2,14,1,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,,0,0,0,0,0,1,6,6,541,6,0,
stevie,15/06,3,25,3,7,j+r,sunny,s+s+v+v,4,m+m+f+f,ms,ms,fv+fv,,3:44:00 PM,4:04:00 PM,pvcpipe+bamboologs,12:32:00 PM,a,3:36:00 PM,a,yes,3:05:00 PM,d,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,9,379,0,7,804,0,0,0,0,
patats,15/06,1,25,4,7,j,sunny,s+s+v+v,4,m+m+f+f,ms,ms,fv+fv,fv,1:23:00 PM,1:43:00 PM,bamboologs+kongballs,12:37:00 PM,a,3:36:00 PM,b,yes,2:17:00 PM,b,yes,,,a,0,168,13,0,0,1,97,0,0,0,0,5,971,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,6,2,23,0,0,0,0,0,0,0,
patats,15/06,2,25,4,7,j+r,sunny,s+s+v+v,4,m+m+f+f,ms,ms,fv+fv,fv,2:19:00 PM,2:39:00 PM,bamboologs+kongballs,12:37:00 PM,a,3:36:00 PM,b,yes,2:17:00 PM,d,0,,,a,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,6,1083,7,0,
patats,15/06,3,25,4,7,j+r,sunny,s+s+v+v,4,m+m+f+f,ms,ms,fv+fv,fv,2:44:00 PM,3:04:00 PM,bamboologs+kongballs,12:37:00 PM,a,3:36:00 PM,b,yes,2:17:00 PM,d,0,,,a,0,0,0,0,2,2,89,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,8,663,6,0,
stevie,16/06,1,26,3,8,j,cloudy/windy,s,1,m,ms,ms,,,8:49:00 AM,9:09:00 AM,wirecages,3:06:00 PM,b,3:06:00 PM,b,no,,,0,,,,0,1,1,,0,,,1,153,,,0,0,1,0,0,1,480,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,7,251,0,0,0,1,10,7,219,6,0,
stevie,16/06,2,26,3,8,j,cloudy/windy,s,1,m,ms,ms,,,11:34:00 AM,11:54:00 AM,wirecages,3:06:00 PM,b,3:06:00 PM,b,no,,,0,,,,0,0,1,,0,,,1,5,,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,,7,434,0,0,0,1,20,6,515,9,0,
stevie,16/06,3,26,3,8,j+r,cloudy,s,1,m,ms,ms,,,4:42:00 PM,5:02:00 PM,wirecages,3:06:00 PM,a,3:06:00 PM,a,no,,,0,,,,0,0,0,,0,,,1,512,,,0,0,0,0,0,1,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,214,0,2,403,0,0,2,0,
patats,16/06,1,26,2,6,j,cloudy/windy,s,1,m,ms,ms,,,9:53:00 AM,10:13:00 AM,wirecages+kongballs,1:53:00 PM,b,3:11:00 PM,b,no,,,0,yes,,a,0,4,2,2,1,,,1,92,,,2,254,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,3,66,0,0,0,1,15,5,552,22,0,
patats,16/06,2,26,2,5,j+r,cloudy/windy,s,1,m,ms,ms,,,2:35:00 PM,2:55:00 PM,wirecages+kongballs,1:53:00 PM,a,3:11:00 PM,a,no,,,0,yes,,a,0,0,0,0,0,,,6,195,,,4,286,,0,0,3,64,,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,1,9,414,1,12,8,0,
patats,16/06,3,26,2,5,j+r,cloudy,s,1,m,ms,ms,,,4:21:00 PM,4:41:00 PM,wirecages+kongballs,1:53:00 PM,a,3:11:00 PM,a,no,,,0,yes,,a,0,12,6,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,8,818,0,0,0,0,0,6,284,5,0,
hope ,16/06,1,26,3,7,j,cloudy/windy,s,1,m,ms,ms,,,8:28:00 AM,8:48:00 AM,wirecages+kongballs,1:49:00 PM,b,3:00:00 PM,b,no,,,0,,no,,0,72,19,0,0,,,0,0,,,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,1,131,2,53,0,0,0,6,742,4,0,
hope ,16/06,2,26,3,7,j+r,sunny/cloudy,s,1,m,ms,ms,,,3:15:00 PM,3:35:00 PM,wirecages+kongballs,1:49:00 PM,a,3:00:00 PM,a,no,,,0,,yes,,0,15,1,1,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,12,458,1,12,268,1,13,0,0,
hope ,16/06,3,26,3,7,j+r,cloudy/windy,s,1,m,ms,ms,,,3:57:00 PM,3:17:00 PM,wirecages+kongballs,1:49:00 PM,a,3:00:00 PM,a,no,,,0,,yes,,0,18,2,1,0,,,0,0,,,1,121,,0,0,0,0,,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,0,0,,0,0,2,157,0,3,30,6,531,3,0,
ayana,16/06,1,26,3,7,j,cloudy/windy,s,1,m,ms,ms,,,10:15:00 AM,10:35:00 AM,wirecages+kongballs,1:50:00 PM,b,3:01:00 PM,b,no,,,0,,no,,0,4,1,2,0,,,0,0,,,0,0,,0,0,1,26,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,9,328,0,5,30,7,566,4,0,
ayana,16/06,2,26,3,7,j,cloudy/windy,s,1,m,ms,ms,,,10:36:00 AM,10:56:00 AM,wirecages+kongballs,1:50:00 PM,b,3:01:00 PM,b,no,,,0,,no,,0,11,3,2,0,,,0,0,,,0,0,,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,24,5,216,0,2,40,9,683,8,0,
ayana,16/06,3,26,3,7,j+r,cloudy/sunny,s,1,m,ms,ms,,,1:36:00 PM,1:56:00 PM,wirecages+kongballs,1:50:00 PM,d,3:01:00 PM,b,no,,,0,,yes,,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,9,0,0,5,408,0,0,0,3,515,2,0,
